,genres,id,release_date,title,vote_average
24204,Documentary,287877,1979-01-01,"First Case, Second Case",6
30969,Animation,39057,2009-07-18,Pokémon: Arceus and the Jewel of Life,6
41626,Documentary,138014,2009-07-18,Fish out of Water,6
25194,War,256917,2014-12-25,The Water Diviner,6
4188,Drama,50541,1978-12-31,Ice Castles,6
28950,Adventure,80527,2009-07-21,Stargate SG-1: Children of the Gods - Final Cut,6
25501,Drama,87093,2014-12-24,Big Eyes,6
39207,Drama,4948,1979-08-29,Womanlight,6
21794,Drama,4479,1978-12-27,Les Misérables,6
34081,Drama,31686,2009-07-21,Balibo,6
5410,Adventure,24750,1979-08-31,Time After Time,6
42465,Thriller,294992,2014-12-24,The Taking of Tiger Mountain,6
33788,Drama,24889,2009-07-23,Overheard,6
15314,Drama,38846,2008-09-12,The Beautiful Person,6
36275,Documentary,62717,2008-10-17,Loki - Arnaldo Baptista,6
13948,Horror,21208,2009-07-24,Orphan,6
14580,Documentary,41886,2008-10-17,Not Your Typical Bigfoot Movie,6
13952,Comedy,20943,2009-07-24,The Ugly Truth,6
34554,Romance,78812,1960-07-31,Escape by Night,6
14414,Drama,19851,2009-04-18,Grey Gardens,6
13009,Drama,10523,2008-10-17,W.,6
24861,Comedy,171274,2014-12-25,Inherent Vice,6
29471,Comedy,256924,2015-03-19,Danny Collins,6
40997,Action,188836,1979-01-01,The Fearless Young Boxer,6
13360,Drama,14582,2008-10-17,Passchendaele,6
14440,Comedy,33035,2008-10-17,A Film with Me in It,6
12782,Drama,10190,2008-09-12,Towelhead,6
8799,Drama,30636,1979-08-29,La Luna,6
25532,Action,228967,2014-12-25,The Interview,6
41216,Drama,261102,2014-12-25,The Club of the Misunderstood,6
17018,Documentary,18187,2008-09-12,Flow: For Love of Water,6
7560,Comedy,26326,1979-08-24,Rock 'n' Roll High School,6
42188,Romance,16382,2008-09-12,Tear This Heart Out,6
17173,Adventure,43616,2009-07-15,The King of Escape,6
5034,Horror,7219,1979-08-25,Zombie Flesh Eaters,6
32520,Drama,31169,2009-04-19,The Courageous Heart of Irena Sendler,6
45060,Adventure,42642,1979-01-01,The Adventures of Prince Florisel,6
15090,Drama,29989,2009-07-24,Skin,6
8779,Action,72412,1978-12-22,Brass Target,6
13369,Horror,13510,2008-09-12,Eden Lake,6
17375,Documentary,41339,2009-07-31,Tapped,6
22851,Comedy,21474,2009-07-31,Bring It On: Fight to the Finish,6
35299,Comedy,312993,2014-12-19,The Masters of Suspense,6
25719,Comedy,196867,2014-12-19,Annie,6
15793,Horror,31428,1978-11-27,Someone's Watching Me!,6
27513,Horror,2186,1978-11-23,Within the Woods,6
31535,Comedy,56400,2009-04-17,A Matter of Heart,6
15030,Comedy,24429,1978-12-08,The Brink's Job,6
25795,Comedy,303542,2014-12-18,The Invisible Boy,6
17638,Comedy,42973,2009-08-05,Queen to Play,6
7452,Comedy,36741,1960-03-24,School for Scoundrels,6
13791,Action,18760,1978-11-23,Spiritual Kung Fu,6
15848,Thriller,34145,1960-03-23,The Big Risk,6
28579,Action,264337,2015-01-16,Spare Parts,6
32617,Action,48297,1978-11-19,Invincible Shaolin,6
2007,Fantasy,123,1978-11-15,The Lord of the Rings,6
5505,Crime,33831,1979-09-09,The Onion Field,6
44671,Comedy,431490,2014-12-19,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,6
2526,Action,1924,1978-12-13,Superman,6
4906,Comedy,26686,1978-12-15,California Suite,6
19989,Action,411432,1981-03-04,The Executor,6
30528,Fantasy,309425,2015-03-20,Do You Believe?,6
32191,Animation,39229,1981-07-11,Mobile Suit Gundam II: Soldiers of Sorrow,6
14131,Action,17445,2009-07-28,Green Lantern: First Flight,6
34223,Drama,20863,1978-12-20,King of the Gypsies,6
2852,Family,36819,1981-07-13,Time Bandits,6
14017,Drama,22051,2009-07-29,Adam,6
27353,Comedy,44023,1960-08-09,Make Mine Mink,6
29886,Drama,17593,2008-09-11,Rough Cut,6
5248,Action,15417,1978-12-19,Every Which Way But Loose,6
14264,Action,17622,2008-09-10,Fifty Dead Men Walking,6
14862,Comedy,79519,2008-10-18,Shades of Ray,6
15338,Drama,12832,2008-09-10,A Woman in Berlin,6
3403,Comedy,13665,1981-07-17,Arthur,6
33395,Drama,111718,1960-08-09,The Sun's Burial,6
13700,Adventure,21755,2008-09-09,The Brothers Bloom,6
13606,Action,16995,2009-04-17,State of Play,6
28188,Crime,308160,2015-01-16,The Master Plan,6
14117,Action,12244,2009-08-19,9,6
8196,Drama,11121,1979-10-06,Tess,6
24223,Drama,102913,1959-08-24,The Chasers,6
3018,Drama,21887,1979-10-26,The Great Santini,6
15099,Drama,41110,2009-09-05,I Am Love,6
43947,Family,332512,2015-03-26,Ghost,6
4763,Horror,45964,1979-10-26,When a Stranger Calls,6
41469,Drama,74493,2009-09-05,Ballad,6
28662,Comedy,291362,2015-03-06,Road Hard,6
13581,Action,13804,2009-04-02,Fast & Furious,6
29650,Thriller,52809,1978-08-17,Brothers Till We Die,6
4654,Drama,12537,1981-08-28,The French Lieutenant's Woman,6
23036,Horror,85620,1960-09-14,Blood and Roses,6
2554,Action,37305,1959-05-29,Pork Chop Hill,6
5605,Crime,23668,1981-02-06,"Fort Apache, the Bronx",6
43303,Comedy,13774,2008-08-29,The Last Joint Venture,6
18089,Drama,199072,1959-05-27,Woman Obsessed,6
32333,Western,38666,1959-05-27,The Wild and the Innocent,6
44041,Animation,262975,2008-08-28,The Necktie,6
14680,Crime,44027,2009-09-06,"My Son, My Son, What Have Ye Done",6
8781,Action,13481,1978-08-12,The Five Venoms,6
16650,Drama,51276,2010-06-06,Silent Souls,6
13550,Comedy,16614,2009-04-03,Adventureland,6
25458,Comedy,30174,2009-09-04,1981,6
14560,Drama,36811,2009-09-04,The Last Station,6
16561,Drama,12811,2008-08-31,Birdwatchers,6
24126,Documentary,171061,2008-08-31,Below Sea Level,6
13503,Drama,17003,2009-04-03,Sugar,6
14114,Documentary,23451,2009-09-04,Videocracy,6
29720,Drama,290815,2015-03-26,Court,6
14334,Drama,22947,2009-09-05,Up in the Air,6
14836,Drama,55522,2009-04-03,Letters to Father Jacob,6
17269,Documentary,89688,1959-08-31,Araya,6
17478,Documentary,30873,2009-09-04,No Impact Man,6
16182,Thriller,33996,2009-09-04,Farewell,6
17595,Thriller,28793,2009-09-04,Coffin Rock,6
43864,Action,44762,2008-08-30,Short Track,6
29012,Thriller,287422,2014-12-05,Gentlemen,6
5643,Romance,41280,1981-08-21,Private Lessons,6
17159,Horror,79649,1981-02-11,Eyes of a Stranger,6
27538,Horror,192367,1979-10-28,The Halloween That Almost Wasn't,6
31023,Comedy,57967,1981-09-10,Sweet Dreams,6
20546,Horror,28485,1978-08-12,Satan's Blood,6
19259,Family,13676,2008-08-26,The Little Mermaid: Ariel's Beginning,6
20409,Drama,78128,2009-04-01,Miss Kicki,6
29439,Mystery,272418,2015-03-27,Man from Reno,6
13915,Documentary,19929,2008-08-24,9to5: Days in Porn,6
16791,Documentary,34214,2009-09-09,Crude,6
43378,TV Movie,57837,1978-07-23,George Carlin: On Location at Phoenix,6
17872,Drama,45590,1959-05-09,There Will Be No Leave Today,6
2632,Comedy,24452,1960-09-14,The Little Shop of Horrors,6
12913,Drama,13291,2008-08-23,Traitor,6
23306,Comedy,61642,1978-07-21,Silver Bears,6
14763,Action,13522,2008-08-22,Arn: The Kingdom at Road's End,6
20656,Crime,34496,2009-09-10,Storage,6
43632,Drama,172878,2009-09-10,Tale in the Darkness,6
20408,Comedy,33786,2009-09-11,Starring Maja,6
25772,Science Fiction,276908,2014-12-05,Comet,6
2525,Drama,15660,1981-09-18,Mommie Dearest,6
12893,Action,10483,2008-08-22,Death Race,6
15101,TV Movie,20497,2008-08-26,Ballet Shoes,6
45319,Music,180244,2009-09-09,We Don't Care About Music Anyway,6
7681,Action,16214,1978-07-28,Hooper,6
11049,Drama,146322,1979-10-30,Running,6
14196,Comedy,16194,2008-08-28,Not Quite Hollywood,6
24349,Documentary,23996,2009-04-01,RiP!: A Remix Manifesto,6
15565,Comedy,41483,2009-09-08,Here and There,6
14134,Action,19898,2009-09-08,Pandorum,6
16445,Action,64605,1960-03-12,Seven Thieves,6
25853,Mystery,38898,1959-09-06,Night Train,6
15662,Drama,33774,2008-08-28,Tony Manero,6
4566,War,31941,1978-08-02,Who'll Stop the Rain,6
14076,Crime,8899,2008-08-27,Lorna's Silence,6
3691,Drama,15867,1978-08-02,Interiors,6
33347,Comedy,320028,2015-01-22,Il nome del figlio,6
15386,Action,44680,2009-09-09,The Wild Hunt,6
5723,Drama,69014,1981-09-11,Tales of Ordinary Madness,6
26858,Romance,29817,1978-08-01,Fairy Tales,6
31755,Drama,61638,1979-11-06,Don Giovanni,6
33346,Family,250535,2014-12-05,Get Santa,6
8791,Comedy,45695,1978-08-29,A Wedding,6
16149,Crime,49583,1978-08-30,Dossier 51,6
8075,Action,46884,1959-06-01,They Came to Cordura,6
16714,Drama,12471,2008-09-01,Milk,6
18718,Animation,37928,2009-08-22,Cencoroll,6
13042,Action,13809,2008-09-04,RockNRolla,6
21113,Adventure,39544,2009-08-22,Oblivion Island: Haruka and the Magic Mirror,6
23076,Comedy,42216,1978-10-06,Who Is Killing the Great Chefs of Europe?,6
27339,Documentary,26888,2008-09-04,Soul Power,6
17065,Crime,86225,1960-09-04,The Day They Robbed the Bank of England,6
44003,Comedy,41978,2009-08-25,High Security Vacation,6
14648,Comedy,26820,2009-08-21,My One and Only,6
28237,Drama,265228,2014-12-10,Timbuktu,6
17629,Drama,35030,1960-09-05,The Young One,6
3086,Horror,16241,1978-10-05,The Boys from Brazil,6
16551,Comedy,25695,2009-08-27,Treeless Mountain,6
17148,Thriller,21469,2009-08-27,Across the Hall,6
13436,Comedy,38087,2009-08-28,Mystery Team,6
34828,Drama,336806,2015-01-20,The Here After,6
35143,Drama,332179,2015-03-09,April 9th,6
25512,Comedy,62715,1979-10-12,Assassination on the Tiber,6
15522,Drama,24487,2009-08-21,Passing Strange,6
4085,Mystery,4192,1978-10-06,Death on the Nile,6
28217,Drama,319999,2015-01-20,Body,6
15797,Horror,39995,1978-10-14,Long Weekend,6
40544,Adventure,39123,2009-08-19,20th Century Boys - Chapter 3: Our Flag,6
28216,Drama,320001,2015-01-20,Volcano,6
27121,Action,94510,1960-09-02,The Crowded Sky,6
14204,Comedy,20178,2009-08-20,World's Greatest Dad,6
13092,Horror,11917,2008-10-23,Saw V,6
14738,Comedy,61864,1978-10-10,Out of It,6
13173,Drama,8881,2008-09-05,Che: Part One,6
12994,Drama,12783,2008-09-05,The Duchess,6
17761,Drama,45048,1978-10-09,Felicity,6
43849,Drama,94340,2009-08-20,Subdivision,6
30263,Documentary,298664,2014-12-12,Magician: The Astonishing Life and Work of Orson Welles,6
19632,Drama,95508,1960-09-03,The Warped Ones,6
13594,Drama,8902,2008-09-05,Linha de Passe,6
22640,Comedy,29007,2009-08-21,The House of Branching Love,6
35755,Action,349176,2015-03-21,Assassination Classroom,6
12910,Comedy,4944,2008-09-05,Burn After Reading,6
29062,Horror,17212,1978-10-01,Patrick,6
27239,Animation,13017,2008-09-12,Unstable Fables: Tortoise vs. Hare,6
14832,Animation,19311,2008-09-04,$9.99,6
24851,Thriller,16639,2009-04-03,Deliver Us from Evil,6
20981,Drama,42151,2009-09-01,Down Terrace,6
15193,Documentary,41116,2009-09-01,The Shock Doctrine,6
28034,Music,43094,1959-06-01,"Go, Johnny, Go!",6
22137,Thriller,46793,1978-09-13,Shadows of a Hot Summer,6
16314,Romance,36115,2009-09-02,Unmade Beds,6
24669,Animation,25475,2009-09-03,Tinker Bell and the Lost Treasure,6
5633,Thriller,39874,1981-02-11,My Bloody Valentine,6
15262,Drama,38307,2009-09-01,The Ape,6
39906,Comedy,27595,2009-09-03,Charlie & Boots,6
39413,Action,83876,1978-09-13,The Avenging Eagle,6
30857,Animation,36972,1979-10-21,Scooby-Doo Goes Hollywood,6
14104,Music,26320,2009-09-03,Taking Woodstock,6
15105,Crime,25338,1978-09-07,The Silent Partner,6
32173,Comedy,331251,2015-03-25,Twenty,6
24728,Romance,260001,2014-12-05,Life Partners,6
19032,Drama,37000,2008-09-01,A Lake,6
14100,Comedy,41496,2009-09-03,A Dog Year,6
37512,Action,20049,2009-04-03,Ayan,6
30741,Animation,14613,2008-09-02,Next Avengers: Heroes of Tomorrow,6
21360,Action,11144,1978-09-15,They Called Him Bulldozer,6
14238,Documentary,23044,2009-08-28,The September Issue,6
8782,Documentary,24998,1978-10-01,Gates of Heaven,6
32509,Action,50341,2008-09-04,The Divine Weapon,6
35175,Adventure,26736,2009-08-28,Wizards of Waverly Place: The Movie,6
25592,Comedy,32113,1959-08-25,Carry On Teacher,6
16938,Documentary,54194,1978-10-01,Koko: A Talking Gorilla,6
35719,Drama,242354,1960-03-18,I Passed for White,6
45302,Comedy,30019,2009-08-28,Upperdog,6
22072,Romance,61194,1960-09-08,Beyond the Time Barrier,6
28665,Adventure,326359,2015-03-09,Frozen Fever,6
16068,Drama,114096,1978-09-28,Bloodbrothers,6
34484,War,26651,2008-09-04,Tobruk,6
39525,Comedy,87081,2008-09-03,Prince of Broadway,6
40674,Action,276624,2015-03-23,I Am a Hero,6
14694,Drama,25205,2009-09-01,The Concert,6
3352,Mystery,39890,1960-09-09,The City of the Dead,6
37900,Science Fiction,331985,2015-03-23,Sundays,6
24192,Comedy,18374,2009-04-04,My Girlfriend Is an Agent,6
972,Comedy,25739,1979-08-22,L'associé,6
5661,Action,1941,1960-03-27,Exodus,6
44287,Action,141461,1981-03-06,The Sword Stained with Royal Blood,6
13976,Drama,14415,2008-10-01,Séraphine,6
1866,Horror,9725,1981-05-01,Friday the 13th Part 2,6
13635,Adventure,2080,2009-04-28,X-Men Origins: Wolverine,6
26115,Romance,31179,1979-07-13,Tim,6
25125,Comedy,143092,1959-07-03,Don't Give Up the Ship,6
24533,Drama,14575,2008-10-01,The Crew,6
5578,Horror,24124,1981-05-08,The Burning,6
40567,Drama,324174,2015-03-15,The Automatic Hate,6
31027,Documentary,262436,2015-03-13,Champs,6
21529,Animation,37845,2008-09-30,French Roast,6
6516,Horror,33521,1979-07-20,Dracula,6
1848,Drama,9443,1981-05-15,Chariots of Fire,6
5617,Drama,37936,1981-05-15,Happy Birthday to Me,6
35571,Drama,99188,2009-05-23,Gravity's Clowns,6
27360,Horror,84508,1959-07-01,The Ghost of Yotsuya,6
3408,Romance,11027,1981-03-20,The Postman Always Rings Twice,6
22373,Comedy,46445,1981-05-14,Buddy goes West,6
37569,Mystery,323665,2015-03-16,Ava's Possessions,6
6375,Drama,43039,1960-05-24,Never on Sunday,6
15319,Drama,54254,2008-10-01,The Song of Sparrows,6
28915,Crime,181283,2015-03-15,Child 44,6
12999,Drama,14976,2008-10-03,Rachel Getting Married,6
39526,Documentary,324300,2015-03-15,Rolling Papers,6
24936,Science Fiction,55538,1981-04-28,Bloody Birthday,6
29983,Documentary,321769,2015-03-15,Deep Web,6
28593,Drama,75861,2015-03-13,To Write Love on Her Arms,6
12976,Comedy,13092,2008-10-02,How to Lose Friends & Alienate People,6
30673,Animation,38594,2008-10-01,Dragon Ball: Yo! Son Goku and Friends Return!!,6
15171,Thriller,18899,2009-05-20,Vengeance,6
35621,Drama,17486,2009-04-29,Sister Smile,6
35137,Drama,324291,2015-03-15,Night Owls,6
34642,Comedy,60392,1981-04-30,Chashme Buddoor,6
33936,Drama,50086,2009-05-20,Nymph,6
985,Adventure,31102,1960-05-19,Pollyanna,6
3308,Drama,30547,1979-07-10,The Champ,6
6139,Drama,42178,1979-05-11,Winter Kills,6
13000,Action,12113,2008-10-10,Body of Lies,6
33343,Drama,192236,1979-05-08,Tales from the Vienna Woods,6
11967,Drama,88527,1960-06-03,Cruel Story of Youth,6
25844,Thriller,315360,2015-01-01,Beck 27 - Rum 302,6
4315,Science Fiction,10540,1981-05-22,Outland,6
15927,Mystery,4706,1979-04-30,The Lady Vanishes,6
41184,Documentary,340223,2015-01-01,Harry & Snowman,6
18074,Comedy,39450,2009-05-31,White on Rice,6
16573,Documentary,58261,2009-04-25,Transcendent Man,6
33848,Drama,329712,2015-03-16,The Measure of a Man,6
5591,Action,26444,1981-05-22,Death Hunt,6
40706,Documentary,324307,2015-03-16,Sneakerheadz,6
22273,Action,23452,2009-04-25,Gurren Lagann The Movie: The Lights in the Sky Are Stars,6
3385,Comedy,29786,1979-08-03,North Dallas Forty,6
13333,Adventure,15227,1979-08-04,Galaxy Express 999,6
20894,Drama,14921,2008-10-12,Three and Out,6
42534,Drama,55008,2009-06-01,Be Sure to Share,6
15110,Drama,38810,2009-06-01,Dogtooth,6
23174,Drama,64349,1979-04-25,Série noire,6
13561,Comedy,16005,2008-09-26,The Lucky Ones,6
15853,Drama,71575,2009-04-25,Entre Nos,6
38621,Drama,85327,1979-08-01,Rich Kids,6
15360,Drama,8652,2008-09-26,Dream,6
1094,Science Fiction,1103,1981-05-22,Escape from New York,6
21666,Drama,34937,2009-04-27,An Englishman in New York,6
32928,Comedy,324281,2015-03-16,"Knock Knock, It's Tig Notaro",6
13925,Drama,8937,2008-09-27,Tokyo Sonata,6
40775,Thriller,352917,2015-01-01,Víkend,6
8163,Horror,43105,1959-07-01,The Alligator People,6
32715,Documentary,53743,2008-09-26,Wild Combination: A Portrait of Arthur Russell,6
14571,Comedy,18898,2009-05-27,Looking for Eric,6
43790,Romance,309739,2015-01-01,8 New Dates,6
13244,Comedy,13973,2008-09-26,Choke,6
41365,Mystery,316015,2015-01-01,My Life as a Dead Girl,6
19608,Documentary,18112,2008-09-26,Boogie Man: The Lee Atwater Story,6
15301,Comedy,39376,2009-05-29,Tales from the Golden Age,6
16973,Drama,31451,2008-09-26,Forever Strong,6
3609,Drama,31593,1981-03-19,Cutter's Way,6
25223,Comedy,35856,2009-04-27,A Matter of Size,6
16402,Comedy,18381,2008-09-26,"It's Not Me, I Swear!",6
1280,Drama,11449,1979-07-27,The Amityville Horror,6
31978,Drama,278236,2015-03-13,X+Y,6
13703,Drama,30239,2009-05-19,Vincere,6
42875,Comedy,24979,2009-05-19,"Nick Swardson: Seriously, Who Farted?",6
39176,Drama,323372,2015-03-15,The Corpse of Anna Fritz,6
27381,Comedy,105406,1960-04-15,Who Was That Lady?,6
14941,Drama,31299,2008-10-06,Little Ashes,6
21464,Drama,15440,2008-10-09,Cold Prey II,6
34381,Comedy,35652,2008-10-05,That's It,6
36891,Comedy,42346,2009-05-07,The Last Days of Emma Blank,6
17928,Drama,80115,2009-05-08,The Happiest Girl in the World,6
37530,Action,60807,2009-05-08,Kick,6
2666,Horror,26857,1959-07-29,The Tingler,6
13682,Drama,17740,2009-05-08,Powder Blue,6
2296,Drama,1367,1979-06-15,Rocky II,6
8797,Action,19827,1979-06-15,The In-Laws,6
42843,Comedy,261461,2015-01-08,Loucas pra Casar,6
22616,Romance,69746,2009-05-12,The String,6
40647,Comedy,311215,2015-01-08,Roles in the Wind,6
32782,Comedy,56547,1979-06-06,The Garage,6
13670,Thriller,13448,2009-05-13,Angels & Demons,6
15818,Documentary,18046,2008-10-09,Blue Gold: World Water Wars,6
5242,Action,39771,1979-07-01,The Lady in Red,6
19838,Romance,32070,1959-07-17,Ten Seconds to Hell,6
17858,Comedy,17658,2009-05-06,Someone I Loved,6
35466,Animation,40246,1979-07-01,Rudolph and Frosty's Christmas in July,6
29410,Action,330431,2015-03-13,NH10,6
1907,Comedy,22328,1979-06-27,The Apple Dumpling Gang Rides Again,6
30417,Documentary,325365,2015-03-13,Dawg Fight,6
12987,Drama,13200,2008-10-07,Red,6
9565,Action,14677,1959-07-29,Last Train from Gun Hill,6
5293,Comedy,18905,1981-04-17,Caveman,6
35804,Comedy,272548,2015-03-14,Moonwalkers,6
13001,Adventure,13600,2008-10-07,City of Ember,6
38711,Documentary,53104,2009-05-02,Orgasm Inc.,6
6412,Comedy,12649,1959-07-17,The Mouse That Roared,6
43183,Documentary,22984,1979-06-24,The Kids Are Alright,6
3845,Horror,19204,1981-04-22,The Beyond,6
14143,Action,17632,2009-05-04,The Hunt for Gollum,6
15210,Comedy,52249,2009-05-04,The Red Chapel,6
13829,Crime,8284,2009-05-01,The Limits of Control,6
11685,Romance,47837,1960-04-14,The Fugitive Kind,6
17391,Drama,86262,2009-05-14,Like You Know It All,6
5607,Comedy,25113,1981-05-22,The Four Seasons,6
5730,Drama,109264,1981-04-04,This Is Elvis,6
15715,History,172535,1960-05-01,The Trials of Oscar Wilde,6
38081,Documentary,324320,2015-03-14,Theory of Obscurity: A Film About the Residents,6
6599,Horror,28942,1979-05-25,The Brood,6
18432,Drama,58251,2009-05-16,Daddy Longlegs,6
10377,Drama,10319,1979-05-25,Woyzeck,6
33864,Thriller,263471,2015-01-04,I,6
15859,Drama,38842,2009-05-17,Middle Men,6
14858,Adventure,26428,2009-05-17,Agora,6
1095,Drama,11298,1981-04-03,The Howling,6
14052,Drama,18533,2008-10-09,Bronson,6
16695,War,30432,2009-05-17,Army of Crime,6
17882,Documentary,129427,2009-04-29,Rabbit à la Berlin,6
13748,Drama,17609,2009-05-18,Antichrist,6
38733,Romance,315134,2015-01-03,Surprised by Love,6
12919,Crime,43040,1960-05-18,Sergeant Rutledge,6
34200,Thriller,37216,1959-08-01,Blind Date,6
25053,Horror,40383,1981-04-02,The Last Shark,6
20238,Drama,53445,2009-05-17,The Unloved,6
26293,Thriller,315362,2015-01-10,Beck 28 - Familjen,6
38769,Comedy,311181,2015-01-10,A Novel Romance,6
36277,Adventure,324978,2015-01-04,Pirate's Passage,6
18000,Comedy,61730,2009-05-01,Year of the Carnivore,6
14813,Drama,24469,2009-05-14,Fish Tank,6
44292,War,68553,1979-06-06,Siberiade,6
34259,Comedy,65123,1979-06-06,Three Men in a Boat,6
5632,Crime,22171,1981-04-24,Ms .45,6
13954,History,82311,1960-05-01,Wild River,6
15305,Drama,51413,2009-05-14,No One Knows About Persian Cats,6
14431,Drama,32511,2009-05-15,"Police, Adjective",6
13892,Comedy,14758,2008-10-03,Good Dick,6
23030,Drama,46460,1979-06-01,Wanda Nevada,6
19983,Comedy,76297,2009-05-15,All's Faire in Love,6
12980,Comedy,12182,2008-10-03,Nick and Norah's Infinite Playlist,6
40158,Comedy,124202,1981-04-24,I Carabbinieri,6
17938,Drama,42585,2008-10-03,The Pleasure of Being Robbed,6
40692,Drama,67102,1979-05-27,Pilot Pirx's Inquest,6
26654,Comedy,31981,2009-05-16,Jim Jefferies: I Swear to God,6
9997,Western,16972,1979-07-06,The Frisco Kid,6
42945,Comedy,99343,2008-10-03,Next Floor,6
12909,Comedy,14298,2008-08-22,Somers Town,6
13798,Comedy,18240,2009-06-01,The Proposal,6
41585,Adventure,314946,2015-01-01,Three Heroes and Julius Caesar,6
5777,Action,17360,1981-06-17,Escape to Victory,6
4268,Comedy,11286,1981-06-19,The Cannonball Run,6
31224,Drama,317144,2015-01-15,Cyberbully,6
